x [kpc]	y [kpc]	MF814W
224.24160	-125.64046	-7.94369
224.95898	-140.74807	-11.25859
548.01993	-149.03234	-7.64287
675.13401	-71.10225	-7.93421
668.96153	-83.89855	-8.38559
327.58344	29.26021	-8.43920
327.46686	31.05740	-7.68077
264.69894	-130.65242	-7.72662
566.45066	-145.97001	-8.22213
577.19644	-146.54317	-7.93180
582.23904	-154.25204	-7.09909
579.18718	-158.47487	-9.65164
308.06468	-1.25990	-7.53438
312.99369	-3.94560	-7.95192
316.89445	-4.84831	-9.30190
317.48629	-0.05455	-9.87125
310.04345	5.22867	-7.72661
315.93196	-1.13884	-7.41286
304.41201	3.13705	-8.25862
316.49690	-5.62696	-8.56385
375.70182	-32.32851	-8.84644
382.48706	-38.62429	-8.07463
512.24350	-176.04326	-8.25867
508.52507	-173.02951	-7.21152
517.88690	-151.64405	-7.12685
565.08166	-246.43560	-8.12976
576.41330	-252.20156	-7.52780
240.98051	-134.27893	-7.44564
243.64678	-125.14950	-8.85120
225.49104	-120.39685	-7.71112
232.00726	-115.45364	-7.25417
357.22326	4.10402	-7.84450
358.40396	5.72710	-7.41493
354.00401	1.59169	-8.98799
369.10789	-0.08295	-8.07576
370.87743	2.89493	-8.05392
536.80187	-189.06523	-7.11840
491.14948	-110.43495	-7.74149
513.87853	-123.54959	-7.48508
581.88035	-56.50054	-8.59890
565.21617	-93.46663	-7.56420
268.61764	-142.11707	-7.47790
268.42634	-143.49579	-8.15374
269.37089	-130.51865	-10.56736
274.28496	-131.27340	-8.97881
271.83390	-129.42091	-8.78063
346.90791	-147.42122	-9.86103
489.45766	-69.85431	-7.07455
405.25796	-10.11284	-8.07018
437.85698	-17.01689	-7.33590
373.07441	30.48873	-7.51680
371.65460	26.77105	-9.52648
323.13866	9.49111	-7.84840
325.16228	16.45943	-7.49094
323.96963	16.58497	-9.88741
323.08785	23.21328	-10.87346
319.37241	23.71470	-7.97427
325.33265	23.04440	-8.30583
323.41067	23.12585	-8.08185
324.66011	19.03079	-7.47072
322.59764	18.13481	-7.50999
320.99249	19.31177	-9.62247
321.68596	18.68929	-8.13040
322.73812	16.02003	-7.87572
213.12218	-91.67318	-8.30659
215.81834	-92.64314	-7.82776
334.13553	27.92409	-9.52629
332.30321	25.54103	-9.23904
330.79970	25.61128	-8.39527
331.67550	24.93574	-7.61670
335.02329	22.38082	-7.97820
335.31921	23.44269	-8.11305
695.42694	-237.16867	-7.58148
389.67881	-94.14740	-8.21546
386.02614	-95.18312	-7.77805
386.07696	-93.73789	-8.04916
385.81691	-93.76629	-8.49733
385.70033	-93.53015	-7.54322
385.28485	-93.55929	-7.75411
385.78104	-93.54659	-8.00540
386.00821	-94.01961	-7.77368
385.73919	-94.22437	-7.97102
385.20116	-94.18252	-9.45128
263.85004	-162.37115	-7.33888
639.33366	-29.26993	-7.69709
659.90160	-184.22141	-8.40061
548.80307	-252.41004	-8.86969
335.28334	-266.03133	-7.54084
288.37852	-41.81813	-7.13937
296.11728	-31.15156	-7.53906
284.97395	-27.66703	-7.09825
287.77174	-16.13586	-9.15062
225.24294	-160.01650	-8.54898
271.63364	-125.80411	-8.47121
269.10188	-119.32227	-7.68160
247.22472	-103.15129	-7.77769
246.55815	-103.91051	-8.68858
250.44098	-107.31434	-10.45806
183.90681	-309.29842	-7.57536
201.18973	-257.79639	-6.90383
401.52159	17.32627	-7.43738
340.90881	9.39322	-9.50761
341.55744	10.61875	-8.30951
348.69539	8.14751	-8.84671
346.17857	15.57541	-9.39925
349.77744	12.49440	-7.29482
349.76548	12.52877	-7.23816
335.54638	7.38903	-8.89386
340.84006	10.00000	-7.88777
336.81973	12.94799	-7.20547
335.96784	15.86535	-8.71919
340.78924	16.32044	-8.46741
319.38735	-55.43344	-8.32224
320.23625	-50.85191	-7.97756
256.94225	-119.01663	-7.53860
278.21561	-110.70995	-7.67908
276.14118	-127.85687	-8.56148
299.01072	-130.82205	-8.49251
284.30140	-111.91754	-7.89493
351.60975	-46.51847	-7.54342
660.92686	-33.72068	-7.42376
301.56938	-193.93969	-9.37828
331.72931	-309.73035	-8.11538
336.11729	-3.51218	-8.13694
588.07972	-174.71759	-8.78113
590.51882	-173.31945	-8.05206
593.64541	-173.01381	-8.62762
594.07883	-172.12082	-8.51307
593.05656	-166.31302	-8.37371
588.49820	-166.67545	-7.95231
594.66768	-166.88991	-9.39676
589.97182	-163.68337	-8.45669
591.61582	-163.47413	-8.17938
598.20975	-167.52509	-7.87593
600.30809	-168.66842	-9.85262
602.42736	-166.77483	-8.97544
332.17468	8.40009	-7.74475
332.17468	8.40009	-9.27319
334.13852	11.35182	-8.65752
331.40649	13.05037	-8.05698
333.95319	14.47467	-7.78504
334.02493	15.00972	-9.98785
330.27063	11.94590	-7.77172
329.51439	13.63549	-10.99214
326.88698	11.04394	-7.94322
324.74380	12.04753	-7.30957
322.87861	12.21417	-9.81861
322.69926	15.35347	-7.53048
322.75606	14.33643	-8.13338
321.53352	13.90824	-8.08508
321.70988	13.60036	-7.85827
318.01536	15.24661	-7.45822
706.25941	-20.21373	-8.94292
626.38791	-163.09078	-9.36537
626.15476	-165.08973	-7.77152
249.24534	-103.97852	-8.48706
247.55352	-102.71338	-11.31713
237.59088	-106.85477	-8.82126
249.17361	-85.97522	-7.11476
272.87710	-76.39817	-7.37330
265.61062	-130.64121	-8.52781
264.39705	-129.64733	-8.16092
264.45085	-128.82384	-8.58404
264.55547	-128.17446	-8.71199
378.19473	-122.08269	-9.13833
357.67761	-127.29567	-9.92846
294.37464	17.41519	-7.55154
290.73393	16.76357	-9.33568
281.34519	20.15843	-7.14481
282.25985	21.42954	-7.76043
250.72196	7.10806	-7.35268
321.53053	-145.59712	-7.54444
272.04912	10.34973	-7.68964
572.77558	-13.28128	-7.73682
573.79785	-12.54297	-7.56014
572.73672	-12.25079	-7.46072
572.73672	-12.25079	-6.98421
573.40030	-14.36034	-7.39119
573.13128	-13.92020	-7.82486
572.69487	-13.99119	-8.53671
572.16281	-13.84622	-7.64169
572.31825	-14.03005	-8.01786
344.44191	-16.58123	-7.75223
331.20622	-17.54746	-7.29332
436.64640	-46.41386	-7.43873
275.34011	-129.18627	-9.10432
273.11324	-129.35216	-7.70320
279.10038	-138.24471	-8.21913
323.75740	-57.83592	-7.23212
416.61052	-70.95504	-7.20680
298.27540	-457.37051	-8.14075
289.99861	13.59737	-8.54246
288.44428	8.03468	-7.25758
298.24252	-2.18129	-7.59957
298.40991	0.26678	-7.73607
288.03777	-7.88149	-8.12762
290.51572	-0.80930	-8.51468
369.70571	23.27605	-9.19719
375.14884	8.67957	-7.07001
387.63129	18.02422	-7.42483
406.75549	14.59573	-7.41116
389.53534	-3.30145	-7.57016
400.10775	-481.79139	-7.40153
342.04466	-34.88643	-7.33187
661.48283	-181.88245	-8.25766
668.79713	-179.87079	-8.18980
335.72273	23.61830	-8.34177
335.13986	23.76626	-9.86941
334.91867	22.83890	-7.71042
338.50558	24.13915	-7.58352
337.70450	20.63295	-11.38085
335.47464	20.07399	-8.40270
335.38796	20.82350	-8.38606
335.75262	20.33030	-9.55488
337.53711	20.61352	-7.43251
337.53711	21.36004	-9.20069
330.13612	23.50771	-7.57501
328.35164	22.32328	-10.33505
327.16497	22.62667	-7.84463
326.53427	22.30235	-8.67038
227.67606	-91.12617	-8.83333
235.32814	-88.04442	-7.35013
297.55503	-15.27500	-11.45834
298.55339	-16.95263	-7.74002
290.17796	-22.59827	-9.26299
292.21950	-22.10956	-8.16099
285.02476	-10.18682	-9.25414
288.61765	-11.17845	-7.28088
305.99025	-136.55139	-7.63603
353.78282	27.14095	-8.04967
358.40396	28.01600	-8.33822
353.34044	29.31626	-8.30275
351.96545	29.72277	-7.45500
357.19038	26.88164	-8.59144
353.95320	24.71530	-8.17589
346.18455	24.42162	-8.47837
346.87503	24.85055	-8.36526
343.90388	25.52833	-7.54971
344.41202	24.86027	-8.41340
347.11715	24.27740	-8.13215
341.44684	27.15888	-7.89365
339.43817	28.21328	-7.46474
338.97486	28.12137	-8.88328
340.11072	28.06682	-7.94784
339.71915	24.98058	-7.48153
340.92674	25.07698	-7.98327
233.86647	20.67106	-7.65037
332.24343	23.96130	-7.68397
331.24508	22.38979	-7.88939
330.79970	21.92722	-9.37445
331.56491	21.88687	-7.95561
331.93556	21.47139	-9.24714
331.10758	20.07473	-8.80939
334.22520	21.91452	-8.39640
334.44938	20.18832	-7.66932
333.95319	21.86894	-8.77749
331.93854	20.71291	-7.92820
331.39154	21.63803	-9.63688
279.30065	-183.85599	-7.44601
700.86111	-79.42164	-7.44687
447.60142	-100.31539	-7.19284
332.29425	-31.43776	-7.83796
320.07484	-28.81558	-8.34127
340.85500	9.87147	-8.32846
337.84200	15.31610	-10.19172
473.51086	-102.48397	-8.80877
602.30481	-207.20901	-7.77894
603.27327	-210.57622	-9.21881
603.19555	-208.48834	-7.83971
597.46248	-204.76244	-8.49567
600.63091	-208.53243	-7.95914
599.59071	-210.00456	-7.15863
600.21244	-210.84001	-7.50419
601.22574	-209.26401	-8.68158
603.12083	-196.81071	-8.01195
603.45859	-201.46398	-8.34264
588.42945	-199.98363	-7.63877
596.47309	-195.83926	-7.79156
599.87169	-200.13608	-8.40969
602.73822	-198.28508	-7.44057
670.19902	-248.09604	-7.26483
237.52512	11.81438	-7.79280
293.06243	-5.64639	-7.75841
296.30260	-0.96323	-7.69627
286.43561	5.19355	-8.30316
297.54009	8.93365	-7.77308
295.41484	11.70976	-7.61036
294.35969	22.17158	-7.78967
291.14941	21.00434	-7.86829
287.54158	19.67868	-9.49057
576.91846	-242.63871	-7.66976
584.83955	-197.22769	-8.61401
277.30095	-116.29880	-7.38483
255.39689	-139.04354	-8.71900
386.53130	-89.21390	-7.62429
291.05376	-21.52370	-9.28152
387.91226	-45.15171	-7.94165
605.11156	-178.02278	-8.50633
605.47922	-179.47623	-9.32103
605.00993	-179.27895	-9.43923
604.40614	-179.00918	-9.57850
603.85913	-178.68113	-8.07825
604.51075	-180.50896	-8.97494
603.73060	-179.64063	-11.31911
605.06075	-180.74435	-9.37753
606.52839	-180.05835	-7.80693
605.87079	-180.93640	-9.37357
607.36235	-180.06732	-7.24374
605.68846	-179.55469	-8.14921
605.63166	-178.24472	-7.85940
607.39822	-179.22066	-9.66655
606.49551	-178.41435	-8.70104
606.05910	-177.74928	-9.16547
607.07838	-178.32543	-10.84460
607.61343	-178.11843	-10.22375
607.62838	-178.52345	-7.78390
605.96046	-179.75122	-9.66596
605.57487	-179.99633	-8.50907
603.90696	-180.02323	-7.73228
604.31945	-179.60476	-8.17918
603.83522	-179.08391	-8.63120
658.84944	-225.21754	-7.44301
250.28555	-122.65959	-10.23961
357.50424	29.73323	-8.10997
355.29530	26.85399	-8.31077
355.66296	29.27740	-7.42517
361.60228	-12.50636	-9.60015
353.71407	-38.04963	-9.11694
630.80878	-139.76690	-7.77608
632.20468	-126.05146	-7.04383
616.95135	-173.81339	-7.34042
568.13651	-135.15175	-7.72098
338.28737	-16.10522	-7.75581
336.97516	-15.41399	-7.40618
343.64980	-18.60485	-7.83143
346.00820	-19.25647	-8.04195
383.94873	-42.85833	-10.02167
384.82453	-30.65911	-8.27826
641.72793	-173.53915	-8.25853
358.70884	8.63324	-7.49380
364.69300	15.29817	-7.54627
352.79941	22.29413	-9.89442
355.37900	20.71365	-7.34874
370.07337	17.37409	-7.17630
274.19828	-125.78917	-7.61291
281.52454	-116.15533	-9.62954
276.41319	-112.82996	-8.38188
378.73276	5.14348	-8.14448
379.01075	4.81094	-8.12003
380.37975	4.88193	-7.66674
380.11372	3.45389	-9.26006
378.90015	5.71589	-7.66882
380.44252	6.24346	-7.80461
378.95097	5.90943	-8.14343
378.16185	7.35391	-7.64390
377.62680	7.04379	-8.49330
377.13360	7.15813	-9.20508
376.79583	6.87341	-8.62604
376.78686	6.29428	-9.01724
687.74797	-171.73075	-11.21797
257.00204	-127.04159	-7.57256
383.57210	-90.53956	-7.23748
376.30263	-88.91873	-7.70360
254.60180	-123.08329	-7.76514
252.15672	-129.69591	-9.82312
258.77756	-133.71250	-7.43808
256.50585	-128.05191	-7.25659
256.67025	-135.15324	-7.35590
251.90564	-133.18193	-8.67692
208.09752	-38.64073	-8.31194
611.69055	-181.37953	-8.80841
610.82670	-180.93266	-8.57945
608.54902	-180.38715	-9.76332
608.16940	-179.25205	-7.69143
610.98214	-178.16775	-8.97758
611.11366	-180.39761	-7.80595
609.02428	-180.18315	-8.55492
605.84688	-178.08182	-7.69316
605.66753	-181.15983	-7.52095
606.76154	-181.41391	-8.25565
606.85420	-180.68531	-8.81851
607.32648	-179.96345	-10.51998
606.39089	-180.32812	-9.02300
605.65558	-180.79965	-8.16503
604.69608	-181.13218	-8.54651
604.38820	-181.01785	-8.21259
604.56157	-181.60894	-9.19242
604.31646	-178.81041	-8.95682
588.75227	-225.75483	-9.12245
592.40195	-239.53603	-8.46478
592.70086	-212.96301	-8.52637
596.44320	-216.36161	-7.76313
593.38835	-201.55515	-7.45943
487.49980	-350.01283	-8.22524
559.85673	-339.14225	-8.09634
264.70791	-97.79483	-7.72818
172.59609	-155.99617	-7.86421
614.55111	-189.01442	-8.35087
605.68547	-192.72313	-8.11388
610.24084	-185.86616	-8.66951
611.91772	-186.00440	-8.04793
605.96345	-182.96076	-8.10447
611.15251	-183.57651	-7.94055
610.09737	-180.87587	-8.14171
603.73957	-177.99065	-8.79171
608.33978	-181.58877	-7.77271
344.08322	29.63908	-8.07438
350.78476	26.15156	-7.55915
348.48615	30.13826	-7.33280
347.06036	25.60007	-8.48508
346.22939	26.11793	-7.11168
350.41412	25.11733	-9.53941
345.37152	29.30355	-10.22605
654.64977	-15.32133	-8.54937
289.20650	25.70992	-8.48569
312.13881	24.74071	-8.08064
315.41186	30.52684	-9.18031
302.90849	-97.37636	-9.65345
270.62332	-103.12737	-7.64200
334.38063	23.97027	-7.04709
326.73753	21.47961	-7.77867
329.19755	23.39561	-8.86468
330.49780	22.50935	-8.53704
328.89266	19.83561	-7.64121
330.23177	18.74309	-8.52974
332.65294	13.47109	-8.31736
327.35328	8.17741	-7.70930
312.09098	-150.77647	-7.75711
646.03222	-36.36677	-8.52756
662.53798	-42.99508	-7.77002
687.02760	-4.22209	-9.85574
263.06690	-29.56360	-8.47442
456.98417	-299.06303	-7.63469
504.59740	3.96503	-7.17750
502.02977	15.16665	-9.37953
665.24310	-109.61445	-7.37039
171.19719	-81.78003	-7.07401
375.28036	-33.95981	-8.19384
372.16573	-21.22778	-9.74538
639.54888	-226.88246	-7.13047
380.66969	-7.71559	-9.49933
378.39500	-8.33359	-7.52582
371.05080	-7.01315	-7.60420
353.00566	-8.03019	-8.89795
310.39019	11.51398	-7.76646
332.45865	15.66732	-8.96011
331.90566	12.35466	-7.70637
333.98906	10.90794	-9.71021
332.13582	8.08026	-9.43255
329.61901	10.75400	-7.64185
330.02254	11.17546	-9.09653
330.33938	11.69706	-10.21078
330.40514	11.64326	-7.55364
328.75516	13.87910	-7.77119
328.28588	13.66463	-7.41219
329.00027	14.82215	-7.96325
334.02194	14.49859	-9.67300
331.45431	13.78868	-8.31533
331.62170	12.89270	-7.61058
333.61542	16.75909	-8.40430
332.45566	18.44643	-9.22835
331.92061	19.11225	-8.60871
333.43010	17.79406	-7.80551
326.33101	20.32059	-8.97035
328.36658	22.04753	-8.58054
327.95409	21.03274	-8.75363
328.06767	20.81827	-9.23372
327.98099	21.23375	-8.26995
326.64188	21.02975	-7.70281
328.14539	22.05351	-9.88539
328.01686	21.44224	-9.14547
327.59540	20.80034	-8.72051
328.81494	21.96459	-8.62208
329.34999	21.92199	-8.99511
329.48450	21.13437	-7.92734
329.51140	21.53640	-8.45245
329.50542	20.33404	-11.13513
329.94482	20.58064	-9.64746
329.07201	20.79286	-8.37686
330.39318	21.98028	-8.01792
329.45760	21.33015	-9.61866
329.53830	23.09895	-8.76782
328.99728	22.89718	-8.09856
281.75470	-134.80127	-7.72804
274.36566	-122.20375	-7.41532
619.55186	-204.73255	-9.92268
599.54587	-170.06657	-8.07097
603.38985	-176.25772	-7.66341
602.55888	-175.78096	-9.38708
601.02249	-176.43782	-8.83604
597.67769	-176.82266	-8.51913
597.84807	-175.92295	-8.76171
600.85211	-176.24801	-9.11035
599.98527	-177.30166	-9.24302
603.07599	-176.90411	-8.64935
595.18479	-173.48161	-9.77286
604.34038	-162.76048	-9.46374
251.41542	-21.66493	-7.82126
269.92388	-25.38934	-7.18798
267.92417	-25.23166	-7.46144
182.35547	-290.62109	-7.37539
635.33426	-220.23696	-7.61768
637.00516	-191.84284	-9.26888
323.02806	22.93455	-8.48760
322.15226	17.53550	-8.49970
323.43159	14.49037	-7.67626
326.91388	19.24975	-7.27035
329.19456	19.52698	-7.63427
590.39627	-186.64780	-7.73157
590.23785	-192.98019	-8.36403
595.11604	-188.91503	-9.95812
592.49162	-180.25339	-9.28844
591.42153	-183.38820	-8.33458
592.57233	-182.62225	-7.88130
591.20631	-180.47981	-9.03644
593.20601	-181.31751	-7.75701
591.33185	-181.50731	-7.67331
590.60550	-181.44903	-9.08347
586.99767	-181.04625	-7.67548
587.27566	-180.95882	-7.52925
589.62508	-180.65019	-7.90465
592.73075	-177.98392	-10.38521
593.98617	-181.09258	-7.50778
593.76796	-179.60027	-9.16243
593.29867	-179.50388	-8.41411
595.05626	-178.71401	-9.52844
593.34949	-179.15415	-8.95818
593.25384	-178.31422	-8.02747
594.40763	-179.92758	-9.56802
591.28403	-183.64750	-7.76244
393.38828	-98.62207	-9.12819
387.70004	-97.77092	-8.41543
385.52697	-96.81516	-7.62842
386.15766	-96.28908	-8.10670
387.09624	-96.93099	-8.75652
389.11388	-95.92964	-7.89375
388.86877	-95.96999	-9.94977
388.44432	-93.85073	-7.91201
389.00627	-95.07476	-8.77658
387.60140	-94.96865	-7.37690
388.19921	-95.09344	-8.25176
387.73889	-95.07028	-8.09796
388.11552	-93.88884	-9.47868
387.48183	-93.93891	-8.79825
386.19054	-93.64971	-7.95679
386.55521	-94.05847	-8.77350
386.57016	-93.99719	-8.10149
386.85412	-94.95893	-8.71401
386.56119	-94.68917	-8.68904
386.33402	-95.04487	-7.43557
386.45657	-95.38040	-8.62287
386.59407	-94.76240	-8.50085
386.28918	-94.83265	-7.69039
385.85577	-94.53747	-7.72862
385.92750	-94.74521	-8.54961
385.74816	-94.98434	-7.75556
385.17425	-94.26098	-9.08210
385.63158	-94.23259	-9.14733
386.06799	-94.25949	-7.65139
385.96038	-94.43584	-7.95279
385.32670	-93.97627	-8.10876
385.62262	-93.55481	-8.21771
385.40740	-93.66541	-8.49675
385.68240	-94.10630	-8.15870
385.18621	-94.18999	-8.29466
324.01745	18.18712	-8.47555
326.25030	16.00658	-8.76414
325.42830	17.60873	-8.27670
326.08889	18.72367	-9.71273
324.81554	19.37529	-8.19527
325.60765	19.89315	-7.99444
326.29813	19.18473	-9.58976
324.09218	16.33613	-9.04176
322.99817	16.94441	-8.16082
320.14957	17.65208	-7.81430
321.10907	18.67210	-7.83022
318.70584	16.45868	-8.75335
319.58164	19.50307	-8.98584
320.33190	20.27725	-8.27916
321.63515	20.16142	-9.44413
321.48868	20.68451	-8.75854
321.66205	20.35496	-8.05659
321.16287	20.07324	-10.10090
318.37405	21.68511	-8.89946
319.39632	19.78106	-8.99744
322.72617	19.17651	-7.90495
324.31337	18.59663	-7.10278
325.67939	19.79974	-9.14385
552.65003	-163.16551	-8.16032
556.96030	-163.33289	-7.04352
243.78428	1.30100	-7.28795
491.34975	-273.60494	-7.59987
346.36091	-20.86909	-9.37428
310.52769	2.17606	-8.93797
315.54039	3.63399	-9.67406
312.63798	21.23525	-7.79306
316.89445	12.90914	-8.40918
304.35521	11.50352	-9.69473
304.92015	8.07503	-8.23072
303.52425	23.23271	-8.18398
304.71390	12.84935	-7.45773
301.74574	9.82290	-7.64973
302.82480	7.55866	-7.92783
318.43682	-125.58591	-7.09787
211.32574	-94.74148	-9.60449
231.51705	-109.83116	-8.11569
231.48716	-110.04114	-7.54234
272.88009	19.76237	-8.06698
277.28601	10.20177	-9.85114
203.16253	-56.40639	-7.72763
363.02210	-107.27324	-7.74643
313.73199	25.30789	-7.30043
633.68428	-106.59248	-7.23046
592.34515	-101.71428	-8.41368
573.67230	-182.51090	-10.18164
578.51463	-189.10558	-8.69534
580.47846	-185.16746	-7.57423
582.66648	-181.54318	-7.57817
585.81698	-179.51583	-9.60737
584.63629	-184.94925	-11.18227
585.72432	-181.87647	-9.86066
582.11350	-182.49446	-7.57792
360.47540	12.16709	-8.24968
359.42324	23.49949	-7.31608
360.29904	12.55792	-8.26583
415.34016	-88.54210	-8.17572
612.20169	-91.25321	-10.02164
608.59684	-84.47320	-7.50253
529.65196	-31.53865	-8.40044
255.73466	-95.97224	-7.20837
273.94420	-96.70456	-9.71609
261.91012	-79.18999	-9.06346
303.20740	-63.15277	-7.33884
329.51140	-85.39982	-8.57311
643.76051	-117.50266	-7.89100
372.20160	9.62487	-7.59189
373.80973	15.49171	-7.51140
375.24748	11.18294	-7.69254
374.48526	10.09939	-8.79331
375.34911	9.02481	-8.17284
376.32953	9.13840	-7.71575
376.03062	7.85757	-8.83501
377.10969	7.85832	-7.89847
376.78388	8.16022	-7.72109
377.09474	8.65043	-8.22289
376.74203	8.53161	-8.89716
379.43819	8.11314	-7.13706
378.64608	9.88791	-7.42391
484.54957	-92.86881	-7.25240
214.46129	-142.82698	-7.13728
574.92772	-204.45755	-7.51997
584.49281	-194.47698	-8.27798
575.48070	-242.91296	-8.19492
575.82445	-213.57353	-7.43708
569.90007	-214.45905	-7.71059
330.14509	19.51727	-9.23148
328.72826	18.70199	-8.23997
328.81196	17.96743	-7.90515
327.03046	18.43671	-7.63449
350.89536	-83.27682	-7.09921
350.35732	-79.05398	-7.49671
350.16602	-83.22899	-8.00393
350.16602	-83.22899	-8.79596
350.58150	-83.02275	-7.60874
578.87631	-163.29927	-9.20651
580.72058	-168.21034	-7.50745
579.58772	-165.29224	-8.23566
585.20123	-171.85031	-8.86330
584.47488	-172.10289	-7.48827
586.70175	-175.84672	-7.97873
569.95388	-173.55185	-8.53587
580.60700	-171.13367	-8.09258
586.71371	-174.65258	-7.52068
578.36219	-179.52032	-8.17207
581.46486	-181.70011	-9.03022
581.13009	-193.94193	-7.75888
574.45545	-188.27462	-8.19596
640.36191	-49.59724	-7.26027
237.30094	-133.66617	-9.69456
245.84974	-130.87959	-8.39655
249.01817	-133.34409	-9.98632
246.52826	-137.32257	-8.47855
245.63153	-139.41793	-7.64082
250.22278	-133.91426	-8.14959
246.88097	-133.31271	-8.24160
244.54948	-124.84984	-8.26922
236.95420	-124.81696	-8.41156
235.55830	-119.46201	-8.13155
250.48582	-114.44631	-8.12914
628.53707	-167.56395	-7.77182
625.17434	-163.03847	-8.60323
620.94179	-168.64750	-9.56085
628.54006	-162.97794	-7.95374
631.68159	-174.82819	-8.37436
629.67591	-169.64810	-8.32019
629.92699	-172.89649	-7.62926
632.20169	-176.37579	-8.07011
640.33501	-171.55439	-7.29280
639.62361	-164.58831	-7.72016
640.13773	-157.59160	-7.93786
626.05313	-159.72058	-9.18693
254.00398	-233.81192	-7.26136
585.00395	-245.47760	-7.38450
341.46179	-191.85405	-7.81707
359.63845	-200.33859	-10.91894
348.87772	-210.58594	-7.47018
240.53513	-114.38952	-7.37838
250.62332	-122.25307	-7.66989
247.79265	-133.01006	-7.20093
246.88396	-136.35037	-8.63964
246.43261	-145.06058	-7.89842
334.38362	28.81558	-8.12232
333.38228	29.38799	-9.59831
332.19262	28.43821	-7.60119
376.69420	9.30952	-8.52134
376.26377	8.73562	-9.03302
376.51486	7.97116	-8.69845
376.58361	7.67897	-7.90298
375.86622	8.36497	-8.91185
376.15318	8.04514	-9.24495
376.70317	7.43611	-7.59070
376.39529	9.39471	-7.82234
376.43415	8.97250	-7.72936
376.18307	9.16306	-7.71394
376.43116	9.10253	-10.40230
375.53444	9.19743	-7.63341
375.15183	9.32970	-7.91977
375.65400	9.27440	-8.63354
375.40889	8.51443	-9.00560
375.60318	8.30145	-7.70527
375.63009	9.02556	-8.41418
374.98444	9.22060	-9.44756
373.75593	9.26842	-8.09851
374.25809	8.49425	-13.83451
374.18337	9.02182	-8.98834
373.66326	10.39232	-7.88589
373.78283	11.31221	-8.18492
373.19996	10.59110	-8.33465
374.42548	8.72366	-10.61001
375.30428	9.28337	-7.69744
375.26243	9.14512	-7.94748
375.49259	8.62353	-8.56578
375.63009	9.00538	-9.00281
376.10834	8.51891	-7.81685
375.97383	8.81408	-7.37085
375.96785	8.72815	-7.94844
375.68389	9.00763	-7.96556
375.65699	8.82604	-10.57012
376.40127	8.73263	-8.35329
376.40426	8.77821	-7.54053
376.69121	7.92034	-7.84785
376.02465	7.67374	-8.04327
376.41921	7.50411	-8.58813
376.66132	7.78060	-8.78510
376.60453	8.34629	-9.60428
376.59556	8.94112	-10.12210
376.64040	9.03229	-8.38845
376.36839	9.21910	-8.51342
376.03660	9.16007	-8.30879
375.67791	9.02855	-10.19880
376.23687	9.03901	-7.40305
301.94900	-169.58757	-7.88864
285.38345	-146.88841	-8.06575
284.55846	-138.36726	-9.33550
479.94936	-152.98093	-7.85866
282.47208	28.93888	-7.94149
598.63420	-179.21692	-10.19030
597.15460	-179.95747	-10.07909
595.91114	-181.50208	-8.97056
603.56022	-176.48564	-8.72345
609.40091	-170.78470	-8.00932
610.73404	-177.39059	-11.23682
608.01397	-174.56814	-9.06833
603.89201	-177.42197	-8.44239
604.17000	-171.42436	-9.00161
605.75422	-170.79964	-8.52948
608.35174	-161.44080	-7.88185
612.03131	-163.25294	-8.38560
613.11037	-168.45545	-7.66561
617.00814	-172.29344	-8.58761
614.54812	-167.01097	-8.71737
267.66113	29.67569	-9.78221
298.68790	-21.63952	-7.42250
301.98188	-31.49755	-7.34188
316.75994	7.08564	-7.59392
316.23386	5.04185	-8.21314
301.36313	6.21357	-8.94212
310.66220	-7.06023	-7.69082
567.45798	-56.28458	-7.58241
533.58860	-289.92762	-7.57660
351.94752	-118.45468	-9.51780
277.23818	-127.76869	-8.39347
-1.02526	-0.43715	-7.77637
-0.30190	-0.81602	-9.80747
-1.15080	-0.24809	-9.24594
0.23315	-0.87356	-7.92370
-0.08668	0.12106	-7.87203
0.57391	0.27500	-11.21152
-0.65461	0.40801	-10.94106
-0.47527	0.78912	-11.56407
0.12554	0.73382	-7.65507
0.44537	0.18906	-8.57949
0.65162	0.62696	-9.43697
0.28097	0.72784	-8.63257
0.02092	0.53878	-10.80152
-0.02690	0.75624	-9.18086
-0.08369	0.47452	-8.09124
-0.12255	0.10312	-9.61341
0.03587	0.38709	-9.13391
0.35570	0.36317	-9.32844
-131.21511	-84.10106	-7.33900
94.04278	26.89958	-7.82756
92.11183	27.58557	-6.99160
3.12061	-9.69885	-7.44430
-123.38071	-173.71625	-7.62032
3.54207	6.45046	-9.00453
3.55403	5.56718	-8.09585
4.03826	4.77881	-8.67832
6.30399	2.51009	-9.73572
6.47138	2.46899	-7.66821
4.85129	1.98924	-11.44760
3.61979	0.25631	-8.22261
3.18637	-0.14871	-11.55240
5.64041	-0.35495	-9.22995
5.15020	0.23539	-8.62327
4.53445	3.12211	-8.15652
0.83695	0.25781	-8.79214
1.20460	0.82648	-8.64317
0.99537	-0.49096	-9.45967
2.40024	0.25108	-8.14752
2.19698	0.67255	-9.70456
1.48259	1.60365	-7.62589
1.67090	1.29801	-10.67358
-0.05679	2.61022	-7.59238
0.30489	2.33672	-7.24203
0.67852	2.11852	-7.85891
0.55597	1.16500	-8.41349
-0.89673	1.66642	-7.69937
-0.37364	2.35989	-10.01040
-0.92064	2.90988	-8.01284
-0.55896	2.82619	-7.53584
-0.27799	2.26125	-11.03184
